virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence
163655	Hollyhock leaf curl virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Hollyhock leaf crumple virus	FR772082				65557	Alcea rosea	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Alcea		RefSeq
1504732	Hollyhock yellow vein mosaic Islamabad virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_027129				65556	Alcea	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae		RefSeq
944994	Hollyhock yellow vein mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus	NC_016649				65557	Alcea rosea	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Alcea		RefSeq
1960046	Hom-1 vesivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; unclassified Vesivirus	NC_034444				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	28196955	Literature
1960046	Hom-1 vesivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Caliciviridae; Vesivirus; unclassified Vesivirus	NC_034444				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	28196955	Literature
359812	Homalodisca coagulata virus-1	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Triatovirus	NC_008029				197043	Homalodisca vitripennis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cicadomorpha; Membracoidea; Cicadellidae; Cicadellinae; Homalodisca	16574186	Literature
411854	Homalodisca vitripennis reovirus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Phytoreovirus; unclassified Phytoreovirus	NC_012535, NC_012536, NC_012537, NC_012538, NC_012539, NC_012540, NC_012541, NC_012542, NC_012543, NC_012544, NC_012545, NC_012546				197043	Homalodisca vitripennis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cicadomorpha; Membracoidea; Cicadellidae; Cicadellinae; Homalodisca		RefSeq
943272	Honeysuckle ringspot virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Alphacarmovirus	NC_014967				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		RefSeq
435486	Honeysuckle yellow vein beta-[Japan:Fukui:2001]	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences; Honeysuckle yellow vein beta	NC_009449				434023	Honeysuckle yellow vein virus-[Japan:Fukui:2001]	Viruses; Geminiviridae; Begomovirus	18175045	Literature
434070	Honeysuckle yellow vein beta-[Japan:Masuda:2003]	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences; Honeysuckle yellow vein beta	AB236326								
221037	Honeysuckle yellow vein betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_005052				105884	Lonicera japonica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae; Lonicera		RefSeq
435488	Honeysuckle yellow vein Japan betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_009450				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		
435488	Honeysuckle yellow vein Japan betasatellite	Viruses; Satellites; Tolecusatellitidae; Betasatellite	NC_009450				435487	Honeysuckle yellow vein mosaic virus-[Japan:Miyazaki:2001]	Viruses; Geminiviridae; Begomovirus	18175045	Literature
1233675	Honeysuckle yellow vein Kagoshima virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_008793				4097	Nicotiana tabacum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		Literature
1233675	Honeysuckle yellow vein Kagoshima virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_008793				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		Literature
434066	Honeysuckle yellow vein mosaic beta-[Japan:Kumamoto:1998]	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences; Honeysuckle yellow vein beta	AB236327								
417192	Honeysuckle yellow vein mosaic disease associated satellite DNA beta	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences	NC_009571				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq
417192	Honeysuckle yellow vein mosaic disease associated satellite DNA beta	Viruses; Satellites; Tolecusatellitidae; Betasatellite; unclassified Begomovirus-associated DNA beta-like sequences	NC_009571				105884	Lonicera japonica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae; Lonicera		RefSeq
180587	Honeysuckle yellow vein mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_003609				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		
435487	Honeysuckle yellow vein mosaic virus-[Japan:Miyazaki:2001]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein mosaic virus	AB236323				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		
417190	Honeysuckle yellow vein mosaic virus-[Nara1]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein mosaic virus	AB287440				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq
417190	Honeysuckle yellow vein mosaic virus-[Nara1]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein mosaic virus	AB287440				105884	Lonicera japonica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae; Lonicera		RefSeq
417191	Honeysuckle yellow vein mosaic virus-[Nara2]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein mosaic virus	AB287441				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq
417191	Honeysuckle yellow vein mosaic virus-[Nara2]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein mosaic virus	AB287441				105884	Lonicera japonica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae; Lonicera		RefSeq
240865	Honeysuckle yellow vein virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_005807				105884	Lonicera japonica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae; Lonicera		RefSeq
434023	Honeysuckle yellow vein virus-[Japan:Fukui:2001]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein virus	AB236321				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		
435489	Honeysuckle yellow vein virus-[Japan:Masuda:2003]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein virus	AB236325				49606	Lonicera	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae		
240867	Honeysuckle yellow vein virus-[UK2]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; Honeysuckle yellow vein virus	AJ543429				105884	Lonicera japonica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Dipsacales; Caprifoliaceae; Lonicera		RefSeq
12907	Hop latent viroid	Viroids; Pospiviroidae; Cocadviroid	NC_003611				3486	Humulus lupulus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Rosales; Cannabaceae; Humulus	2454454	Literature
104263	Hop latent virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus	NC_002552				3486	Humulus lupulus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Rosales; Cannabaceae; Humulus	11205102	Literature
142843	Hop mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus	NC_010538	T40266			3486	Humulus lupulus	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Rosales; Cannabaceae; Humulus		RefSeq
12893	Hop stunt viroid	Viroids; Pospiviroidae; Hostuviroid	NC_001351				171251	Citrus medica	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Sapindales; Rutaceae; Aurantioideae; Citrus	3340529	Literature
147263	Hop stunt viroid - citrus	Viroids; Pospiviroidae; Hostuviroid; Hop stunt viroid	AY513267								
12902	Hop stunt viroid - cucumber	Viroids; Pospiviroidae; Hostuviroid; Hop stunt viroid	X07405								
1323523	Hop trefoil cryptic virus 2	Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus	NC_021098, NC_021099				47085	Medicago lupulina	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago		RefSeq
41764	Hordeum mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Rymovirus	NC_005904	T40302			4513	Hordeum vulgare	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Pooideae; Triticeae; Hordeinae; Hordeum	15449142	Literature
41764	Hordeum mosaic virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Rymovirus	NC_005904	T40302			4565	Triticum aestivum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Pooideae; Triticeae; Triticinae; Triticum	15449142	Literature
1774276	Hordeum vulgare alphaendornavirus	Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus	NC_028949				4513	Hordeum vulgare	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Poales; Poaceae; Pooideae; Triticeae; Hordeinae; Hordeum		RefSeq
263793	Horsegram yellow mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_005635, NC_005636				271171	Macrotyloma uniflorum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Macrotyloma		RefSeq
397342	Horsepox virus	Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Orthopoxvirus; Vaccinia virus	DQ792504				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt
397342	Horsepox virus	Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Orthopoxvirus; Vaccinia virus	DQ792504				9796	Equus caballus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Equus		UniProt
397342	Horsepox virus	Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Orthopoxvirus; Vaccinia virus	DQ792504				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos		UniProt
46448	Horseradish curly top virus	Viruses; ssDNA viruses; Geminiviridae; Curtovirus	NC_002543				3704	Armoracia rusticana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Brassicales; Brassicaceae; Cardamineae; Armoracia		
46448	Horseradish curly top virus	Viruses; ssDNA viruses; Geminiviridae; Curtovirus	NC_002543				3719	Capsella bursa-pastoris	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Brassicales; Brassicaceae; Camelineae; Capsella		
264076	Horseradish latent virus	Viruses; Retro-transcribing viruses; Caulimoviridae; Caulimovirus	NC_018858				3704	Armoracia rusticana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Brassicales; Brassicaceae; Cardamineae; Armoracia		RefSeq
1508711	Horseshoe bat hepatitis B virus	Viruses; Retro-transcribing viruses; Hepadnaviridae; Orthohepadnavirus; unclassified Orthohepadnavirus	NC_024444				249024	Rhinolophus alcyone	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Chiroptera; Microchiroptera; Rhinolophidae; Rhinolophinae; Rhinolophus		RefSeq
214439	Hosta virus X	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus	NC_011544				13090	Hosta	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Asparagaceae; Agavoideae	14551823	Literature
214439	Hosta virus X	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus	NC_011544				1035810	Hosta minor	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Liliopsida; Petrosaviidae; Asparagales; Asparagaceae; Agavoideae; Hosta	14551823	Literature
1711684	Hot pepper alphaendornavirus	Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus	NC_027920				4073	Capsicum frutescens	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum	26424198	Literature, RefSeq
1332246	Houston virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Mesoniviridae; Alphamesonivirus; Alphamesonivirus 1	KC807177				7160	Aedes albopictus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia		RefSeq
1979541	Hoya chlorotic spot virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus; unclassified Tobamovirus	NC_034509				52831	Hoya	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Gentianales; Apocynaceae; Asclepiadoideae; Marsdenieae		RefSeq
1608047	Huangpi Tick Virus 1	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Peribunyaviridae; unclassified Peribunyaviridae	NC_031135, NC_031136, NC_031137				1048531	Haemaphysalis doenitzi	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Haemaphysalinae; Haemaphysalis		RefSeq
1608048	Huangpi Tick Virus 2	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; unclassified Phlebovirus	NC_031138, NC_031139, NC_031140				34622	Haemaphysalis	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Haemaphysalinae		RefSeq
1608049	Huangpi Tick Virus 3	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; unclassified Rhabdoviridae	NC_031083				1048531	Haemaphysalis doenitzi	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Haemaphysalinae; Haemaphysalis		RefSeq
1922835	Hubei arthropod virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032800				6656	Arthropoda	Eukaryota; Metazoa		RefSeq
1922836	Hubei arthropod virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032905				27434	Dermaptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Polyneoptera		RefSeq
1922837	Hubei astro-like virus	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032203				61985	Myriapoda	Eukaryota; Metazoa; Arthropoda		RefSeq
1922857	Hubei chuvirus-like virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033327, NC_033328				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922858	Hubei chuvirus-like virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033015				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922860	Hubei coleoptera virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033030				7041	Coleoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922861	Hubei coleoptera virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033054				7041	Coleoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922862	Hubei coleoptera virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032922				7041	Coleoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922866	Hubei dimarhabdovirus virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033070				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922867	Hubei dimarhabdovirus virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033006				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922868	Hubei dimarhabdovirus virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032982				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922870	Hubei diptera virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032774				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922871	Hubei diptera virus 10	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033103				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922872	Hubei diptera virus 11	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033055				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922873	Hubei diptera virus 12	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033303, NC_033330				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922874	Hubei diptera virus 13	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033331, NC_033332				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922875	Hubei diptera virus 14	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033304, NC_033329				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922876	Hubei diptera virus 15	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032897				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922877	Hubei diptera virus 16	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032872				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922878	Hubei diptera virus 17	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033301, NC_033302				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922879	Hubei diptera virus 18	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032156, NC_032157				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922883	Hubei diptera virus 22	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032902				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922884	Hubei diptera virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032158, NC_032159, NC_032160				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922885	Hubei diptera virus 4	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032278, NC_032279, NC_032280				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922886	Hubei diptera virus 5	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032276, NC_032277, NC_032281				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922889	Hubei diptera virus 9	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033034				7147	Diptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922892	Hubei earwig virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032175				6656	Arthropoda	Eukaryota; Metazoa		RefSeq
1922893	Hubei endorna-like virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033204				7041	Coleoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922894	Hubei hepe-like virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032909				6960	Hexapoda	Eukaryota; Metazoa; Arthropoda		RefSeq
1922895	Hubei hepe-like virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032896				6960	Hexapoda	Eukaryota; Metazoa; Arthropoda		RefSeq
1922896	Hubei hepe-like virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033032				29022	Scutigera coleoptrata	Eukaryota; Metazoa; Arthropoda; Myriapoda; Chilopoda; Notostigmophora; Scutigeromorpha; Scutigeridae; Scutigera		RefSeq
1922898	Hubei insect virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032161, NC_032162, NC_032163, NC_032164, NC_032165, NC_032166, NC_032167, NC_032168, NC_032169, NC_032170				6656	Arthropoda	Eukaryota; Metazoa		RefSeq
1922899	Hubei leech virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032925				55824	Hirudinea	Eukaryota; Metazoa; Annelida; Clitellata		RefSeq
1922900	Hubei leech virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032174				55824	Hirudinea	Eukaryota; Metazoa; Annelida; Clitellata		RefSeq
1922901	Hubei leech virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032745				55824	Hirudinea	Eukaryota; Metazoa; Annelida; Clitellata		RefSeq
1922902	Hubei leech virus 4	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032736				55824	Hirudinea	Eukaryota; Metazoa; Annelida; Clitellata		RefSeq
1922903	Hubei lepidoptera virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032256, NC_032257, NC_032282				7088	Lepidoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922904	Hubei lepidoptera virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032907				7088	Lepidoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922905	Hubei lepidoptera virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032258, NC_032259, NC_032260, NC_032261, NC_032262, NC_032263, NC_032264, NC_032265, NC_032266, NC_032267				7088	Lepidoptera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola		RefSeq
1922922	Hubei macula-like virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033254				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922923	Hubei macula-like virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033260				6961	Odonata	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera		RefSeq
1922925	Hubei mosquito virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033014				7157	Culicidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea	27880757	Literature
1922926	Hubei mosquito virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033305, NC_033306				7157	Culicidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea	27880757	Literature
1922927	Hubei mosquito virus 3	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_033257				7157	Culicidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea	27880757	Literature
1922928	Hubei mosquito virus 4	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032231				7157	Culicidae	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea	27880757	Literature
1922930	Hubei myriapoda virus 1	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032218				61985	Myriapoda	Eukaryota; Metazoa; Arthropoda		RefSeq
1922931	Hubei myriapoda virus 2	Viruses; unclassified RNA viruses; unclassified RNA viruses ShiM-2016	NC_032211				61985	Myriapoda	Eukaryota; Metazoa; Arthropoda		RefSeq
